index,Question,Segment Type,Segment Description,Answer,Count,Percentage
3746,Who are your favorite people to follow online?,Custom,grow up speaking? Spanish,Funny meme posters ,3,0.188
3747,Who are your favorite people to follow online?,Custom,grow up speaking? English,Friends,633,0.624
3748,Who are your favorite people to follow online?,Custom,grow up speaking? English,Celebrities,33,0.033
3749,Who are your favorite people to follow online?,Custom,grow up speaking? English,People who do the things you like,143,0.141
3750,Who are your favorite people to follow online?,Custom,grow up speaking? English,Funny meme posters ,205,0.202
3751,Who are your favorite people to follow online?,Custom,"have a job? Nope, and not looking for one",Friends,548,0.612
3752,Who are your favorite people to follow online?,Custom,"have a job? Nope, and not looking for one",Celebrities,40,0.045
3753,Who are your favorite people to follow online?,Custom,"have a job? Nope, and not looking for one",People who do the things you like,126,0.141
3754,Who are your favorite people to follow online?,Custom,"have a job? Nope, and not looking for one",Funny meme posters ,181,0.202
3755,Who are your favorite people to follow online?,Custom,"have a job? No, but I'm searching for one",Friends,284,0.645
3756,Who are your favorite people to follow online?,Custom,"have a job? No, but I'm searching for one",Celebrities,20,0.045
3757,Who are your favorite people to follow online?,Custom,"have a job? No, but I'm searching for one",People who do the things you like,57,0.13
3758,Who are your favorite people to follow online?,Custom,"have a job? No, but I'm searching for one",Funny meme posters ,79,0.18
3759,Who are your favorite people to follow online?,Custom,you a virgin? Yes,Friends,320,0.585
3760,Who are your favorite people to follow online?,Custom,you a virgin? Yes,Celebrities,31,0.057
3761,Who are your favorite people to follow online?,Custom,you a virgin? Yes,People who do the things you like,86,0.157
3762,Who are your favorite people to follow online?,Custom,you a virgin? Yes,Funny meme posters ,110,0.201
3763,Who are your favorite people to follow online?,Custom,"have a job? Yes, part-time",Friends,381,0.59
3764,Who are your favorite people to follow online?,Custom,"have a job? Yes, part-time",Celebrities,32,0.05
3765,Who are your favorite people to follow online?,Custom,"have a job? Yes, part-time",People who do the things you like,97,0.15
3766,Who are your favorite people to follow online?,Custom,"have a job? Yes, part-time",Funny meme posters ,136,0.211
3767,Who are your favorite people to follow online?,Custom,"have a job? Yes, full-time",Friends,71,0.628
3768,Who are your favorite people to follow online?,Custom,"have a job? Yes, full-time",Celebrities,5,0.044
3769,Who are your favorite people to follow online?,Custom,"have a job? Yes, full-time",People who do the things you like,19,0.168
3770,Who are your favorite people to follow online?,Custom,"have a job? Yes, full-time",Funny meme posters ,18,0.159
3771,Who are your favorite people to follow online?,Custom,Mac or PC? Other 🐧,Friends,33,0.623
3772,Who are your favorite people to follow online?,Custom,Mac or PC? Other 🐧,Celebrities,2,0.038
3773,Who are your favorite people to follow online?,Custom,Mac or PC? Other 🐧,People who do the things you like,6,0.113
3774,Who are your favorite people to follow online?,Custom,Mac or PC? Other 🐧,Funny meme posters ,12,0.226
3775,Who are your favorite people to follow online?,Custom,Mac or PC? Mac 🖥,Friends,828,0.634
3776,Who are your favorite people to follow online?,Custom,Mac or PC? Mac 🖥,Celebrities,65,0.05
3777,Who are your favorite people to follow online?,Custom,Mac or PC? Mac 🖥,People who do the things you like,181,0.139
3778,Who are your favorite people to follow online?,Custom,Mac or PC? Mac 🖥,Funny meme posters ,231,0.177
3779,Who are your favorite people to follow online?,Custom,Mac or PC? PC 💻,Friends,415,0.575
3780,Who are your favorite people to follow online?,Custom,Mac or PC? PC 💻,Celebrities,30,0.042
3781,Who are your favorite people to follow online?,Custom,Mac or PC? PC 💻,People who do the things you like,105,0.145
3782,Who are your favorite people to follow online?,Custom,Mac or PC? PC 💻,Funny meme posters ,172,0.238
3783,Who are your favorite people to follow online?,Custom,What's your GPA? Above 4.0 😏,Friends,82,0.594
3784,Who are your favorite people to follow online?,Custom,What's your GPA? Above 4.0 😏,Celebrities,5,0.036
3785,Who are your favorite people to follow online?,Custom,What's your GPA? Above 4.0 😏,People who do the things you like,26,0.188
3786,Who are your favorite people to follow online?,Custom,What's your GPA? Above 4.0 😏,Funny meme posters ,25,0.181
3787,Who are your favorite people to follow online?,Custom,What's your GPA? 3.0 to 4.0,Friends,913,0.635
3788,Who are your favorite people to follow online?,Custom,What's your GPA? 3.0 to 4.0,Celebrities,73,0.051
3789,Who are your favorite people to follow online?,Custom,What's your GPA? 3.0 to 4.0,People who do the things you like,186,0.129
3790,Who are your favorite people to follow online?,Custom,What's your GPA? 3.0 to 4.0,Funny meme posters ,265,0.184
3791,Who are your favorite people to follow online?,Custom,What's your GPA? 2.0 to 3.0,Friends,232,0.598
3792,Who are your favorite people to follow online?,Custom,What's your GPA? 2.0 to 3.0,Celebrities,14,0.036
3793,Who are your favorite people to follow online?,Custom,What's your GPA? 2.0 to 3.0,People who do the things you like,60,0.155
3794,Who are your favorite people to follow online?,Custom,What's your GPA? 2.0 to 3.0,Funny meme posters ,82,0.211
3795,Who are your favorite people to follow online?,Custom,What's your GPA? 1.0 to 2.0,Friends,13,0.481
3796,Who are your favorite people to follow online?,Custom,What's your GPA? 1.0 to 2.0,Celebrities,4,0.148
3797,Who are your favorite people to follow online?,Custom,What's your GPA? 1.0 to 2.0,People who do the things you like,6,0.222
3798,Who are your favorite people to follow online?,Custom,What's your GPA? 1.0 to 2.0,Funny meme posters ,4,0.148
3799,Who are your favorite people to follow online?,Custom,What's your GPA? Below 1.0 😁,Friends,26,0.684
3800,Who are your favorite people to follow online?,Custom,What's your GPA? Below 1.0 😁,Celebrities,4,0.105
3801,Who are your favorite people to follow online?,Custom,What's your GPA? Below 1.0 😁,People who do the things you like,3,0.079
3802,Who are your favorite people to follow online?,Custom,What's your GPA? Below 1.0 😁,Funny meme posters ,5,0.132
3803,Who are your favorite people to follow online?,Custom,games a lot? No,Friends,64,0.64
3804,Who are your favorite people to follow online?,Custom,games a lot? No,Celebrities,3,0.03
3805,Who are your favorite people to follow online?,Custom,games a lot? No,People who do the things you like,17,0.17
3806,Who are your favorite people to follow online?,Custom,games a lot? No,Funny meme posters ,16,0.16
3807,Who are your favorite people to follow online?,Custom,"games a lot? Yes, mobile mostly",Friends,9,0.45
3808,Who are your favorite people to follow online?,Custom,"games a lot? Yes, mobile mostly",Celebrities,0,0.0
3809,Who are your favorite people to follow online?,Custom,"games a lot? Yes, mobile mostly",People who do the things you like,3,0.15
3810,Who are your favorite people to follow online?,Custom,"games a lot? Yes, mobile mostly",Funny meme posters ,8,0.4
3811,Who are your favorite people to follow online?,Custom,"games a lot? Yes, PC mostly",Friends,24,0.369
3812,Who are your favorite people to follow online?,Custom,"games a lot? Yes, PC mostly",Celebrities,1,0.015
3813,Who are your favorite people to follow online?,Custom,"games a lot? Yes, PC mostly",People who do the things you like,10,0.154
3814,Who are your favorite people to follow online?,Custom,"games a lot? Yes, PC mostly",Funny meme posters ,30,0.462
3815,Who are your favorite people to follow online?,Custom,"games a lot? Yes, console mostly",Friends,86,0.534
3816,Who are your favorite people to follow online?,Custom,"games a lot? Yes, console mostly",Celebrities,6,0.037
3817,Who are your favorite people to follow online?,Custom,"games a lot? Yes, console mostly",People who do the things you like,23,0.143
3818,Who are your favorite people to follow online?,Custom,"games a lot? Yes, console mostly",Funny meme posters ,46,0.286
3819,Who are your favorite people to follow online?,Custom,your parents make? Upper class (> $240K),Friends,196,0.622
3820,Who are your favorite people to follow online?,Custom,your parents make? Upper class (> $240K),Celebrities,15,0.048
3821,Who are your favorite people to follow online?,Custom,your parents make? Upper class (> $240K),People who do the things you like,32,0.102
3822,Who are your favorite people to follow online?,Custom,your parents make? Upper class (> $240K),Funny meme posters ,72,0.229
3823,Who are your favorite people to follow online?,Custom,your parents make? Upper-middle class (~$160K,Friends,287,0.661
3824,Who are your favorite people to follow online?,Custom,your parents make? Upper-middle class (~$160K,Celebrities,11,0.025
3825,Who are your favorite people to follow online?,Custom,your parents make? Upper-middle class (~$160K,People who do the things you like,60,0.138
3826,Who are your favorite people to follow online?,Custom,your parents make? Upper-middle class (~$160K,Funny meme posters ,76,0.175
3827,Who are your favorite people to follow online?,Custom,your parents make? Poor (< ~$50K) 😁,Friends,59,0.465
3828,Who are your favorite people to follow online?,Custom,your parents make? Poor (< ~$50K) 😁,Celebrities,8,0.063
3829,Who are your favorite people to follow online?,Custom,your parents make? Poor (< ~$50K) 😁,People who do the things you like,30,0.236
3830,Who are your favorite people to follow online?,Custom,your parents make? Poor (< ~$50K) 😁,Funny meme posters ,30,0.236
3831,Who are your favorite people to follow online?,Custom,are you pursuing? Undecided,Friends,261,0.629
3832,Who are your favorite people to follow online?,Custom,are you pursuing? Undecided,Celebrities,17,0.041
3833,Who are your favorite people to follow online?,Custom,are you pursuing? Undecided,People who do the things you like,63,0.152
3834,Who are your favorite people to follow online?,Custom,are you pursuing? Undecided,Funny meme posters ,74,0.178
3835,Who are your favorite people to follow online?,Custom,are you pursuing? Humanities,Friends,463,0.646
3836,Who are your favorite people to follow online?,Custom,are you pursuing? Humanities,Celebrities,40,0.056
3837,Who are your favorite people to follow online?,Custom,are you pursuing? Humanities,People who do the things you like,86,0.12
3838,Who are your favorite people to follow online?,Custom,are you pursuing? Humanities,Funny meme posters ,128,0.179
3839,Who are your favorite people to follow online?,Custom,clubs / organizations? More than one major org,Friends,23,0.575
3840,Who are your favorite people to follow online?,Custom,clubs / organizations? More than one major org,Celebrities,2,0.05
3841,Who are your favorite people to follow online?,Custom,clubs / organizations? More than one major org,People who do the things you like,9,0.225
3842,Who are your favorite people to follow online?,Custom,clubs / organizations? More than one major org,Funny meme posters ,6,0.15
3843,Who are your favorite people to follow online?,Custom,clubs / organizations? A major one,Friends,95,0.601
3844,Who are your favorite people to follow online?,Custom,clubs / organizations? A major one,Celebrities,4,0.025
3845,Who are your favorite people to follow online?,Custom,clubs / organizations? A major one,People who do the things you like,25,0.158
3846,Who are your favorite people to follow online?,Custom,clubs / organizations? A major one,Funny meme posters ,34,0.215
3847,Who are your favorite people to follow online?,Custom,clubs / organizations? A minor one,Friends,166,0.626
3848,Who are your favorite people to follow online?,Custom,clubs / organizations? A minor one,Celebrities,15,0.057
3849,Who are your favorite people to follow online?,Custom,clubs / organizations? A minor one,People who do the things you like,33,0.125
3850,Who are your favorite people to follow online?,Custom,clubs / organizations? A minor one,Funny meme posters ,51,0.192
3851,Who are your favorite people to follow online?,Custom,clubs / organizations? No,Friends,919,0.635
3852,Who are your favorite people to follow online?,Custom,clubs / organizations? No,Celebrities,52,0.036
3853,Who are your favorite people to follow online?,Custom,clubs / organizations? No,People who do the things you like,195,0.135
3854,Who are your favorite people to follow online?,Custom,clubs / organizations? No,Funny meme posters ,282,0.195
3855,Who are your favorite people to follow online?,Custom,closely identify as? Other,Friends,41,0.621
3856,Who are your favorite people to follow online?,Custom,closely identify as? Other,Celebrities,2,0.03
3857,Who are your favorite people to follow online?,Custom,closely identify as? Other,People who do the things you like,8,0.121
3858,Who are your favorite people to follow online?,Custom,closely identify as? Other,Funny meme posters ,15,0.227
3859,Who are your favorite people to follow online?,Custom,closely identify as? Native American 👍🏾,Friends,9,0.5
3860,Who are your favorite people to follow online?,Custom,closely identify as? Native American 👍🏾,Celebrities,1,0.056
3861,Who are your favorite people to follow online?,Custom,closely identify as? Native American 👍🏾,People who do the things you like,1,0.056
3862,Who are your favorite people to follow online?,Custom,closely identify as? Native American 👍🏾,Funny meme posters ,7,0.389
3863,Who are your favorite people to follow online?,Custom,Graduation Year 2020,Friends,276,0.68
3864,Who are your favorite people to follow online?,Custom,Graduation Year 2020,Celebrities,17,0.042
3865,Who are your favorite people to follow online?,Custom,Graduation Year 2020,People who do the things you like,44,0.108
3866,Who are your favorite people to follow online?,Custom,Graduation Year 2020,Funny meme posters ,69,0.17
3867,Who are your favorite people to follow online?,Custom,What's your major? Languages,Friends,15,0.536
3868,Who are your favorite people to follow online?,Custom,What's your major? Languages,Celebrities,4,0.143
3869,Who are your favorite people to follow online?,Custom,What's your major? Languages,People who do the things you like,2,0.071
3870,Who are your favorite people to follow online?,Custom,What's your major? Languages,Funny meme posters ,7,0.25
3871,Who are your favorite people to follow online?,Custom,What's your major? Visual/performing arts,Friends,11,0.786
3872,Who are your favorite people to follow online?,Custom,What's your major? Visual/performing arts,Celebrities,0,0.0
3873,Who are your favorite people to follow online?,Custom,What's your major? Visual/performing arts,People who do the things you like,2,0.143
3874,Who are your favorite people to follow online?,Custom,What's your major? Visual/performing arts,Funny meme posters ,1,0.071
3875,Who are your favorite people to follow online?,Custom,What's your major? History,Friends,21,0.656
3876,Who are your favorite people to follow online?,Custom,What's your major? History,Celebrities,2,0.063
3877,Who are your favorite people to follow online?,Custom,What's your major? History,People who do the things you like,2,0.063
3878,Who are your favorite people to follow online?,Custom,What's your major? History,Funny meme posters ,7,0.219
3879,Who are your favorite people to follow online?,Custom,What's your major? Comm / marketing,Friends,85,0.766
3880,Who are your favorite people to follow online?,Custom,What's your major? Comm / marketing,Celebrities,2,0.018
3881,Who are your favorite people to follow online?,Custom,What's your major? Comm / marketing,People who do the things you like,13,0.117
3882,Who are your favorite people to follow online?,Custom,What's your major? Comm / marketing,Funny meme posters ,11,0.099
3883,Who are your favorite people to follow online?,Custom,What's your major? Political science / philosophy,Friends,87,0.58
3884,Who are your favorite people to follow online?,Custom,What's your major? Political science / philosophy,Celebrities,8,0.053
3885,Who are your favorite people to follow online?,Custom,What's your major? Political science / philosophy,People who do the things you like,23,0.153
3886,Who are your favorite people to follow online?,Custom,What's your major? Political science / philosophy,Funny meme posters ,32,0.213
3887,Who are your favorite people to follow online?,Custom,you voting for? Writing in Bernie,Friends,68,0.553
3888,Who are your favorite people to follow online?,Custom,you voting for? Writing in Bernie,Celebrities,4,0.033
3889,Who are your favorite people to follow online?,Custom,you voting for? Writing in Bernie,People who do the things you like,26,0.211
3890,Who are your favorite people to follow online?,Custom,you voting for? Writing in Bernie,Funny meme posters ,25,0.203
3891,Who are your favorite people to follow online?,Custom,you voting for? Other,Friends,38,0.576
3892,Who are your favorite people to follow online?,Custom,you voting for? Other,Celebrities,8,0.121
3893,Who are your favorite people to follow online?,Custom,you voting for? Other,People who do the things you like,12,0.182
3894,Who are your favorite people to follow online?,Custom,you voting for? Other,Funny meme posters ,8,0.121
3895,Who are your favorite people to follow online?,Custom,your parents make? Middle / lower-middle class (~$90K),Friends,173,0.567
3896,Who are your favorite people to follow online?,Custom,your parents make? Middle / lower-middle class (~$90K),Celebrities,17,0.056
3897,Who are your favorite people to follow online?,Custom,your parents make? Middle / lower-middle class (~$90K),People who do the things you like,51,0.167
3898,Who are your favorite people to follow online?,Custom,your parents make? Middle / lower-middle class (~$90K),Funny meme posters ,64,0.21
3899,Who are your favorite people to follow online?,Custom,What's your major? Other,Friends,218,0.628
3900,Who are your favorite people to follow online?,Custom,What's your major? Other,Celebrities,23,0.066
3901,Who are your favorite people to follow online?,Custom,What's your major? Other,People who do the things you like,43,0.124
3902,Who are your favorite people to follow online?,Custom,What's your major? Other,Funny meme posters ,63,0.182
3903,Who are your favorite people to follow online?,Custom,do per month? Less than an hour,Friends,69,0.67
3904,Who are your favorite people to follow online?,Custom,do per month? Less than an hour,Celebrities,3,0.029
3905,Who are your favorite people to follow online?,Custom,do per month? Less than an hour,People who do the things you like,17,0.165
3906,Who are your favorite people to follow online?,Custom,do per month? Less than an hour,Funny meme posters ,14,0.136
3907,Who are your favorite people to follow online?,Custom,"do per month? Realistically, none",Friends,334,0.581
3908,Who are your favorite people to follow online?,Custom,"do per month? Realistically, none",Celebrities,27,0.047
3909,Who are your favorite people to follow online?,Custom,"do per month? Realistically, none",People who do the things you like,91,0.158
3910,Who are your favorite people to follow online?,Custom,"do per month? Realistically, none",Funny meme posters ,123,0.214
3911,Who are your favorite people to follow online?,Custom,closely identify as? White 👍🏻,Friends,973,0.65
3912,Who are your favorite people to follow online?,Custom,closely identify as? White 👍🏻,Celebrities,59,0.039
3913,Who are your favorite people to follow online?,Custom,closely identify as? White 👍🏻,People who do the things you like,199,0.133
3914,Who are your favorite people to follow online?,Custom,closely identify as? White 👍🏻,Funny meme posters ,265,0.177
3915,Who are your favorite people to follow online?,Custom,I'm in? Grad School,Friends,24,0.615
3916,Who are your favorite people to follow online?,Custom,I'm in? Grad School,Celebrities,1,0.026
3917,Who are your favorite people to follow online?,Custom,I'm in? Grad School,People who do the things you like,4,0.103
3918,Who are your favorite people to follow online?,Custom,I'm in? Grad School,Funny meme posters ,10,0.256
3919,Who are your favorite people to follow online?,Custom,Are you? Jewish,Friends,143,0.644
3920,Who are your favorite people to follow online?,Custom,Are you? Jewish,Celebrities,8,0.036
3921,Who are your favorite people to follow online?,Custom,Are you? Jewish,People who do the things you like,25,0.113
3922,Who are your favorite people to follow online?,Custom,Are you? Jewish,Funny meme posters ,46,0.207
3923,Who are your favorite people to follow online?,Custom,I'm in? Post-grad,Friends,55,0.561
3924,Who are your favorite people to follow online?,Custom,I'm in? Post-grad,Celebrities,5,0.051
3925,Who are your favorite people to follow online?,Custom,I'm in? Post-grad,People who do the things you like,18,0.184
3926,Who are your favorite people to follow online?,Custom,I'm in? Post-grad,Funny meme posters ,20,0.204
3927,Who are your favorite people to follow online?,Custom,I'm in? College,Friends,1252,0.631
3928,Who are your favorite people to follow online?,Custom,I'm in? College,Celebrities,88,0.044
3929,Who are your favorite people to follow online?,Custom,I'm in? College,People who do the things you like,266,0.134
3930,Who are your favorite people to follow online?,Custom,I'm in? College,Funny meme posters ,379,0.191
3931,Who are your favorite people to follow online?,Custom,I'm in? High School,Friends,122,0.517
3932,Who are your favorite people to follow online?,Custom,I'm in? High School,Celebrities,8,0.034
3933,Who are your favorite people to follow online?,Custom,I'm in? High School,People who do the things you like,49,0.208
3934,Who are your favorite people to follow online?,Custom,I'm in? High School,Funny meme posters ,57,0.242
3935,Who are your favorite people to follow online?,Custom,Are you single? No,Friends,172,0.652
3936,Who are your favorite people to follow online?,Custom,Are you single? No,Celebrities,13,0.049
3937,Who are your favorite people to follow online?,Custom,Are you single? No,People who do the things you like,31,0.117
3938,Who are your favorite people to follow online?,Custom,Are you single? No,Funny meme posters ,48,0.182
3939,Who are your favorite people to follow online?,Custom,Are you? None/Other,Friends,423,0.598
3940,Who are your favorite people to follow online?,Custom,Are you? None/Other,Celebrities,30,0.042
3941,Who are your favorite people to follow online?,Custom,Are you? None/Other,People who do the things you like,104,0.147
3942,Who are your favorite people to follow online?,Custom,Are you? None/Other,Funny meme posters ,150,0.212
3943,Who are your favorite people to follow online?,Custom,Are you? Muslim,Friends,13,0.5
3944,Who are your favorite people to follow online?,Custom,Are you? Muslim,Celebrities,2,0.077
3945,Who are your favorite people to follow online?,Custom,Are you? Muslim,People who do the things you like,3,0.115
3946,Who are your favorite people to follow online?,Custom,Are you? Muslim,Funny meme posters ,8,0.308
3947,Who are your favorite people to follow online?,Custom,you a feminist? Yes,Friends,132,0.698
3948,Who are your favorite people to follow online?,Custom,you a feminist? Yes,Celebrities,9,0.048
3949,Who are your favorite people to follow online?,Custom,you a feminist? Yes,People who do the things you like,23,0.122
3950,Who are your favorite people to follow online?,Custom,you a feminist? Yes,Funny meme posters ,25,0.132
3951,Who are your favorite people to follow online?,Custom,you a feminist? No,Friends,157,0.59
3952,Who are your favorite people to follow online?,Custom,you a feminist? No,Celebrities,7,0.026
3953,Who are your favorite people to follow online?,Custom,you a feminist? No,People who do the things you like,38,0.143
3954,Who are your favorite people to follow online?,Custom,you a feminist? No,Funny meme posters ,64,0.241
3955,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Short",Friends,121,0.627
3956,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Short",Celebrities,7,0.036
3957,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Short",People who do the things you like,22,0.114
3958,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Short",Funny meme posters ,43,0.223
3959,Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Friends,94,0.54
3960,Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Celebrities,10,0.057
3961,Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,People who do the things you like,33,0.19
3962,Who are your favorite people to follow online?,Custom,closely identify as? Asian 👍🏼,Funny meme posters ,37,0.213
3963,Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Friends,50,0.521
3964,Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Celebrities,4,0.042
3965,Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,People who do the things you like,12,0.125
3966,Who are your favorite people to follow online?,Custom,closely identify as? Hispanic 👍🏽,Funny meme posters ,30,0.313
3967,Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Friends,52,0.571
3968,Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Celebrities,6,0.066
3969,Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,People who do the things you like,13,0.143
3970,Who are your favorite people to follow online?,Custom,closely identify as? Black 👍🏿,Funny meme posters ,20,0.22
3971,Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Friends,372,0.594
3972,Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Celebrities,23,0.037
3973,Who are your favorite people to follow online?,Custom,What's your leaning? In-between,People who do the things you like,98,0.157
3974,Who are your favorite people to follow online?,Custom,What's your leaning? In-between,Funny meme posters ,133,0.212
3975,Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Friends,478,0.618
3976,Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Celebrities,36,0.047
3977,Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,People who do the things you like,103,0.133
3978,Who are your favorite people to follow online?,Custom,What's your leaning? Liberal 🔷,Funny meme posters ,157,0.203
3979,Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Friends,437,0.636
3980,Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Celebrities,38,0.055
3981,Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,People who do the things you like,85,0.124
3982,Who are your favorite people to follow online?,Custom,What's your leaning? Conservative 🐘,Funny meme posters ,127,0.185
3983,Who are your favorite people to follow online?,Custom,Graduation Year 2017,Friends,129,0.603
3984,Who are your favorite people to follow online?,Custom,Graduation Year 2017,Celebrities,11,0.051
3985,Who are your favorite people to follow online?,Custom,Graduation Year 2017,People who do the things you like,34,0.159
3986,Who are your favorite people to follow online?,Custom,Graduation Year 2017,Funny meme posters ,40,0.187
3987,Who are your favorite people to follow online?,Custom,Graduation Year 2018,Friends,209,0.584
3988,Who are your favorite people to follow online?,Custom,Graduation Year 2018,Celebrities,17,0.047
3989,Who are your favorite people to follow online?,Custom,Graduation Year 2018,People who do the things you like,47,0.131
3990,Who are your favorite people to follow online?,Custom,Graduation Year 2018,Funny meme posters ,85,0.237
3991,Who are your favorite people to follow online?,Custom,I'm in? Other,Friends,3,0.25
3992,Who are your favorite people to follow online?,Custom,I'm in? Other,Celebrities,0,0.0
3993,Who are your favorite people to follow online?,Custom,I'm in? Other,People who do the things you like,5,0.417
3994,Who are your favorite people to follow online?,Custom,I'm in? Other,Funny meme posters ,4,0.333
3995,Who are your favorite people to follow online?,Custom,Are you? Christian,Friends,655,0.652
3996,Who are your favorite people to follow online?,Custom,Are you? Christian,Celebrities,42,0.042
3997,Who are your favorite people to follow online?,Custom,Are you? Christian,People who do the things you like,126,0.125
3998,Who are your favorite people to follow online?,Custom,Are you? Christian,Funny meme posters ,181,0.18
3999,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Friends,170,0.603
4000,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Celebrities,8,0.028
4001,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",People who do the things you like,45,0.16
4002,Who are your favorite people to follow online?,Custom,"guys, 5'5"" girls) Tall",Funny meme posters ,59,0.209
4003,Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,"Yes, very much so",919,0.435
4004,Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,Somewhat,789,0.374
4005,Does it annoy you when popular social media accounts endorse products or services?,Mobile,Global results,"No, it's whatever",403,0.191
4006,Does it annoy you when popular social media accounts endorse products or services?,Web,Web,"Yes, very much so",1,0.333
4007,Does it annoy you when popular social media accounts endorse products or services?,Web,Web,Somewhat,0,0.0
4008,Does it annoy you when popular social media accounts endorse products or services?,Web,Web,"No, it's whatever",2,0.667
4009,Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,"Yes, very much so",555,0.427
4010,Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,Somewhat,457,0.352
4011,Does it annoy you when popular social media accounts endorse products or services?,Gender,Male voters,"No, it's whatever",287,0.221
4012,Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,"Yes, very much so",365,0.45
4013,Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,Somewhat,330,0.406
4014,Does it annoy you when popular social media accounts endorse products or services?,Gender,Female voters,"No, it's whatever",117,0.144
4015,Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,"Yes, very much so",0,0.0
4016,Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,Somewhat,1,1.0
4017,Does it annoy you when popular social media accounts endorse products or services?,University,Loyola Marymount University,"No, it's whatever",0,0.0
4018,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,"Yes, very much so",1,1.0
4019,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,Somewhat,0,0.0
4020,Does it annoy you when popular social media accounts endorse products or services?,University,Indiana University-Purdue University Indianapolis,"No, it's whatever",0,0.0
4021,Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,"Yes, very much so",0,0.0
4022,Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,Somewhat,0,0.0
4023,Does it annoy you when popular social media accounts endorse products or services?,University,University of Dayton,"No, it's whatever",1,1.0
4024,Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,"Yes, very much so",1,1.0
4025,Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,Somewhat,0,0.0
4026,Does it annoy you when popular social media accounts endorse products or services?,University,Brock University,"No, it's whatever",0,0.0
4027,Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,"Yes, very much so",0,0.0
4028,Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,Somewhat,1,1.0
4029,Does it annoy you when popular social media accounts endorse products or services?,University,Randolph-Macon College,"No, it's whatever",0,0.0
4030,Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,"Yes, very much so",1,1.0
4031,Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,Somewhat,0,0.0
4032,Does it annoy you when popular social media accounts endorse products or services?,University,University of Mount Union,"No, it's whatever",0,0.0
4033,Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,"Yes, very much so",1,1.0
4034,Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,Somewhat,0,0.0
4035,Does it annoy you when popular social media accounts endorse products or services?,University,University of Delaware,"No, it's whatever",0,0.0
4036,Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,"Yes, very much so",1,1.0
4037,Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,Somewhat,0,0.0
4038,Does it annoy you when popular social media accounts endorse products or services?,University,Auburn University,"No, it's whatever",0,0.0
4039,Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,"Yes, very much so",0,0.0
4040,Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,Somewhat,1,1.0
4041,Does it annoy you when popular social media accounts endorse products or services?,University,University of New Hampshire,"No, it's whatever",0,0.0
4042,Does it annoy you when popular social media accounts endorse products or services?,University,Union High School,"Yes, very much so",0,0.0
